   0.0000000000000000e+00	  -1.5000000000000000e+00	  -1.5000000000000000e+00	  -1.5000000000000000e+00	   4.0000000000000000e+00	   4.0000000000000000e+00	   2.0000000000000000e+00	   5.4495689014324222e+00	   4.0000000000000000e+00	   3.4495689014324222e+00	   6.1215693001298987e+00	   4.0000000000000000e+00	   1.3279996013025235e+00	
   1.8609769806625040e-01	  -1.5000008515033572e+00	  -1.5000008515033572e+00	  -1.5000008515033572e+00	   3.9983485215018022e+00	   4.0000000000000000e+00	   1.9497660507530401e+00	   5.4779065187653400e+00	   4.0000000000000000e+00	   3.3686087325650851e+00	   6.1053050028307885e+00	   4.0000000000000000e+00	   1.2335054579721647e+00	
   3.7219539613250080e-01	  -1.5000014149943575e+00	  -1.5000014149943575e+00	  -1.5000014149943575e+00	   3.9973027488706458e+00	   4.0000000000000000e+00	   1.9130010106325643e+00	   5.5232315606601601e+00	   4.0000000000000000e+00	   3.2821308352720231e+00	   6.0795420054103477e+00	   4.0000000000000000e+00	   1.1272017039867503e+00	
   5.5829309419875106e-01	  -1.5000020705596053e+00	  -1.5000020705596053e+00	  -1.5000020705596053e+00	   4.0051642425528202e+00	   4.0000000000000000e+00	   1.9310966278762085e+00	   5.5983926815020570e+00	   4.0000000000000000e+00	   3.2214755953101819e+00	   6.0451700593035600e+00	   4.0000000000000000e+00	   1.0410728885582359e+00	
   7.4439079226500160e-01	   4.2792202415681402e+00	   4.2792202415681402e+00	   4.2792202415681402e+00	   4.0100544810918910e+00	   4.0000000000000000e+00	   2.0234336289016910e+00	   5.6277537153680024e+00	   4.0000000000000000e+00	   3.2824609844390884e+00	   6.0320857093104747e+00	   4.0000000000000000e+00	   1.0941543585655100e+00	
   9.3048849033125203e-01	   4.2792198740235889e+00	   4.2792198740235889e+00	   4.2792198740235889e+00	   4.0142183634784185e+00	   4.0000000000000000e+00	   2.1168711347547422e+00	   5.6593719652341301e+00	   4.0000000000000000e+00	   3.3400168313783531e+00	   6.0154016976374098e+00	   4.0000000000000000e+00	   1.1431963804034426e+00	
   1.1165861883975021e+00	   4.2792194774355412e+00	   4.2792194774355412e+00	   4.2792194774355412e+00	   4.0167873411821509e+00	   4.0000000000000000e+00	   2.2314173196142182e+00	   5.6831468761357868e+00	   4.0000000000000000e+00	   3.4254544223835737e+00	   6.0005249973788253e+00	   4.0000000000000000e+00	   1.2227545199439289e+00	
   1.3026838864637527e+00	   4.2792179780097381e+00	   4.2792179780097381e+00	   4.2792179780097381e+00	   4.0178804193841531e+00	   4.0000000000000000e+00	   2.3617976948284656e+00	   5.6995762863491528e+00	   4.0000000000000000e+00	   3.5341462130095445e+00	   5.9883874168889077e+00	   4.0000000000000000e+00	   1.3275127222280194e+00	
   1.4887815845300032e+00	   4.2792174087845183e+00	   4.2792174087845183e+00	   4.2792174087845183e+00	   4.0179853397599796e+00	   4.0000000000000000e+00	   2.5112043081425082e+00	   5.7108517226876323e+00	   4.0000000000000000e+00	   3.6673633562273222e+00	   5.9784776423716908e+00	   4.0000000000000000e+00	   1.4580608434615117e+00	
   1.6748792825962535e+00	   4.2792171307898492e+00	   4.2792171307898492e+00	   4.2792171307898492e+00	   4.0173124246128920e+00	   4.0000000000000000e+00	   2.6836736746288881e+00	   5.7169784240910309e+00	   4.0000000000000000e+00	   3.8298126998429542e+00	   5.9715493779403745e+00	   4.0000000000000000e+00	   1.6189681806193670e+00	
